# sample: 2729_1 PPMS
# Temperature	Magnetic_Field	Resistance_xx
# K	Oe	Ohm
2.01385003328323	63756.132421875	618.305047607422
2.01365005970001	64216.064453125	628.253704833984
2.00839996337891	64727.62109375	632.838250732422
1.99115002155304	65217.716796875	631.731903076172
1.99400001764297	65750.88515625	625.487542724609
2.01725006103516	66234.44140625	616.875561523437
2.01125001907349	66734.9140625	606.855090332031
2.00450003147125	67235.14296875	597.508752441406
2.01530003547668	67722.071875	590.518231201172
2.00400000810623	68243.6140625	587.161199951172
1.99585002660751	68735.5171875	588.308673095703
2.01590001583099	69228.909375	594.390673828125
1.9991500377655	69725.8421875	605.378015136719
1.99689996242523	70229.64921875	621.251831054688
2.00014996528625	70741.52265625	641.5462890625
2.00005000829697	71241.2875	664.655401611328
2.00594997406006	71735.70390625	689.453863525391
2.01530003547668	72247.91328125	716.072143554688
2.01545000076294	72740.1125	741.436547851563
2.01249992847443	73242.671875	766.469256591797
2.01034998893738	73731.40703125	789.288702392578
2.00619995594025	74231.5078125	810.071142578125
2.01679992675781	74722.04921875	827.774493408203
1.99820005893707	75241.58046875	842.755834960937
2.03299999237061	75736.5015625	853.076818847656
1.99194997549057	76240.36484375	859.324755859375
2.00110000371933	76737.221875	860.804187011719
2.01325005292892	77238.19921875	858.046697998047
2.01725006103516	77742.52578125	850.604907226563
1.99850004911423	78238.95625	839.265557861328
1.99544996023178	78716.38125	824.670910644531
1.9993000626564	79240.0484375	805.65380859375
2.03764998912811	79737.409375	785.673919677734
2.00955009460449	80225.696875	765.562078857422
2.00229996442795	80724.53125	745.704852294922
2.0042000412941	81225.990625	727.294378662109
2.00275003910065	81721.6171875	711.289660644531
1.99675005674362	82220.35703125	697.459820556641
1.9986999630928	82721.9109375	685.834973144531
2.01435005664825	83218.28515625	676.174853515625
1.99595004320145	83753.42734375	667.470465087891
2.00950002670288	84224.66875	660.821740722656
2.00700008869171	84719.99921875	654.261224365234
2.00255006551743	85242.17578125	647.416467285156
2.00575000047684	85744.54765625	640.135870361328
2.00164997577667	86230.9734375	632.191986083984
2.01800000667572	86722.67109375	623.424114990234
1.99464994668961	87234.60078125	614.140423583984
1.99935001134872	87733.6015625	605.648907470703
2.01024997234344	88220.3234375	598.352612304687
2.00490003824234	88732.83046875	591.921478271484
2.00000005960464	89216.4234375	586.999566650391
2.00889998674393	89723.7140625	583.716558837891
2.0147500038147	90001.14140625	583.187420654297
